"customer_number","customer_key","full_name","age","age_bracket","customer_tier","total_orders","unique_products","total_items","total_revenue","last_purchase","months_since_last","tenure_months","avg_order_value","avg_monthly_spend"
AW00027634,16635,Jacqueline Cooper,56,"50+",New comer,1,4,4,567,2013-11-15,5,0,567.00,0
AW00027635,16636,Grace Perry,46,"40s",New comer,1,4,4,93,2013-12-15,4,0,93.00,0
AW00027636,16637,Paige Murphy,57,"50+",VIP,2,5,5,6011,2013-11-26,5,34,3005.50,176.79
AW00027637,16638,Gabrielle Cook,57,"50+",New comer,1,3,3,69,2013-07-04,10,0,69.00,0
AW00027638,16639,Marcus Brooks,52,"50+",New comer,1,3,3,36,2013-06-02,11,0,36.00,0
AW00027639,16640,Emma Price,57,"50+",New comer,1,1,1,21,2013-07-28,9,0,21.00,0
AW00027640,16641,Lauren Thomas,56,"50+",New comer,1,3,3,60,2014-01-27,3,0,60.00,0
AW00027641,16642,Miranda Alexander,57,"50+",VIP,2,2,2,5962,2013-10-29,6,33,2981.00,180.67
AW00027642,16643,Kayla Johnson,57,"50+",New comer,1,2,2,30,2013-09-21,7,0,30.00,0
AW00027643,16644,Austin Henderson,57,"50+",New comer,1,2,2,55,2013-10-12,7,0,55.00,0
AW00027644,16645,Alexandria Sanchez,52,"50+",New comer,1,2,2,23,2013-09-18,7,0,23.00,0
AW00027645,16646,Colin Anand,52,"50+",VIP,2,5,5,6051,2013-11-19,5,34,3025.50,177.97
AW00027646,16647,Jackson Li,57,"50+",VIP,2,3,3,5997,2013-11-20,5,34,2998.50,176.38
AW00027647,16648,Daniel Moore,52,"50+",New comer,1,1,1,21,2014-01-11,4,0,21.00,0
AW00027648,16649,Chase Rogers,64,"50+",New comer,1,2,2,23,2013-07-12,10,0,23.00,0
AW00027649,16650,Evan Bailey,64,"50+",New comer,1,1,1,3578,2011-01-16,3,0,3578.00,0
AW00027650,16651,Richard Griffin,64,"50+",New comer,1,2,2,23,2013-09-21,7,0,23.00,0
AW00027651,16652,Jeremy Murphy,64,"50+",VIP,2,4,4,6021,2013-11-19,5,33,3010.50,182.45
AW00027652,16653,Miguel Foster,65,"50+",New comer,1,3,3,75,2013-08-05,9,0,75.00,0
AW00027653,16654,Kellie Rubio,84,"50+",New comer,1,3,3,129,2013-05-18,11,0,129.00,0
AW00027654,16655,Carrie Diaz,84,"50+",New comer,1,1,1,21,2013-03-28,1,0,21.00,0
AW00027655,16656,Melinda Alvarez,83,"50+",New comer,1,1,1,21,2013-10-11,7,0,21.00,0
AW00027656,16657,Gabriel Bryant,82,"50+",New comer,1,1,1,70,2013-08-05,9,0,70.00,0
AW00027657,16658,Frederick Chandra,83,"50+",New comer,1,4,4,84,2013-11-28,5,0,84.00,0
AW00027658,16659,Cole Gray,83,"50+",New comer,1,3,3,27,2013-04-03,1,0,27.00,0
AW00027659,16660,Jesse Lopez,83,"50+",New comer,1,2,2,75,2013-01-28,3,0,75.00,0
AW00027660,16661,Gerald Carlson,83,"50+",New comer,1,1,1,21,2013-12-24,4,0,21.00,0
AW00027661,16662,Christopher Martinez,83,"50+",New comer,1,2,2,23,2013-02-24,2,0,23.00,0
AW00027662,16663,Bianca Zheng,59,"50+",VIP,2,3,3,5997,2013-11-02,6,33,2998.50,181.73
AW00027663,16664,Aaron Collins,53,"50+",VIP,2,4,4,6047,2013-11-16,5,33,3023.50,183.24
AW00027664,16665,Luis Roberts,54,"50+",New comer,1,3,3,60,2013-04-15,0,0,60.00,0
AW00027665,16666,Miguel Patterson,65,"50+",New comer,1,1,1,21,2013-05-28,11,0,21.00,0
AW00027666,16667,Alyssa Garcia,65,"50+",New comer,1,1,1,3578,2011-01-06,4,0,3578.00,0
AW00027667,16668,Jessica Sanchez,64,"50+",VIP,2,3,3,5997,2013-11-28,5,34,2998.50,176.38
AW00027668,16669,Kevin Gonzalez,66,"50+",VIP,2,6,6,6006,2013-11-11,6,34,3003.00,176.65
AW00027669,16670,Katelyn Allen,54,"50+",VIP,2,3,3,5997,2013-11-06,6,33,2998.50,181.73
AW00027670,16671,Kayla Long,55,"50+",VIP,2,4,4,5976,2013-11-03,6,33,2988.00,181.09
AW00027671,16672,Jeremiah Martinez,66,"50+",VIP,2,3,3,5997,2013-11-13,5,34,2998.50,176.38
AW00027672,16673,Justin Brown,66,"50+",New comer,1,1,1,3578,2011-08-25,8,0,3578.00,0
AW00027673,16674,Jennifer Young,66,"50+",New comer,1,1,1,3578,2011-01-28,3,0,3578.00,0
AW00027674,16675,Gabrielle Rivera,67,"50+",New comer,1,1,1,21,2013-08-20,8,0,21.00,0
AW00027675,16676,Arianna Bell,67,"50+",New comer,1,3,3,27,2013-06-14,10,0,27.00,0
AW00027676,16677,Trevor Flores,68,"50+",New comer,1,3,3,34,2014-01-13,3,0,34.00,0
AW00027677,16678,Marissa Powell,68,"50+",New comer,1,3,3,84,2013-07-22,9,0,84.00,0
AW00027678,16679,Angel Carter,68,"50+",New comer,1,1,1,3578,2011-02-17,2,0,3578.00,0
AW00027679,16680,Kayla Walker,67,"50+",New comer,1,3,3,31,2013-07-29,9,0,31.00,0
AW00027680,16681,Benjamin Foster,62,"50+",New comer,1,4,4,35,2013-04-07,1,0,35.00,0
AW00027681,16682,Olivia Jackson,68,"50+",New comer,1,1,1,3578,2011-02-15,2,0,3578.00,0
AW00027682,16683,Jennifer Kelly,69,"50+",New comer,1,2,2,23,2013-11-25,5,0,23.00,0
AW00027683,16684,Alexandra Reed,70,"50+",New comer,1,2,2,39,2013-09-01,8,0,39.00,0
AW00027684,16685,Emma Coleman,69,"50+",New comer,1,3,3,60,2013-09-03,8,0,60.00,0
AW00027685,16686,Alfredo Torres,50,"50+",New comer,1,3,3,75,2013-12-13,4,0,75.00,0
AW00027686,16687,Vincent Zhang,56,"50+",New comer,1,3,3,75,2014-01-28,3,0,75.00,0
AW00027687,16688,Brandy Madan,56,"50+",New comer,1,3,3,1183,2013-12-22,4,0,1183.00,0
AW00027688,16689,Arthur Sanz,50,"50+",New comer,1,3,3,166,2013-01-28,3,0,166.00,0
AW00027689,16690,Seth Walker,56,"50+",New comer,1,1,1,540,2013-09-13,7,0,540.00,0
AW00027690,16691,Jaime Navarro,52,"50+",New comer,1,2,2,575,2013-09-18,7,0,575.00,0
AW00027691,16692,Marshall Goel,52,"50+",New comer,1,2,2,604,2013-09-05,8,0,604.00,0
AW00027692,16693,Isaac Lopez,52,"50+",New comer,1,2,2,604,2013-09-01,8,0,604.00,0
AW00027693,16694,Tyrone Alvarez,52,"50+",New comer,1,1,1,540,2013-09-10,8,0,540.00,0
AW00027694,16695,Lee Gill,57,"50+",New comer,1,4,4,1184,2013-12-18,4,0,1184.00,0
AW00027695,16696,Leslie Blanco,51,"50+",New comer,1,1,1,1120,2013-11-30,5,0,1120.00,0
AW00027696,16697,Ruben Rana,57,"50+",New comer,1,3,3,1183,2013-12-07,5,0,1183.00,0
AW00027697,16698,Melvin Nath,58,"50+",New comer,1,1,1,1120,2013-12-07,5,0,1120.00,0
AW00027698,16699,Isabella Bell,58,"50+",New comer,1,3,3,1179,2013-12-08,5,0,1179.00,0
AW00027699,16700,Rebecca Turner,52,"50+",New comer,1,2,2,1155,2013-12-19,4,0,1155.00,0
AW00027700,16701,Barry Arun,89,"50+",New comer,1,2,2,40,2013-05-11,0,0,40.00,0
AW00027701,16702,Joel Arthur,48,"40s",New comer,1,2,2,1155,2013-12-20,4,0,1155.00,0
AW00027702,16703,Darryl Lu,54,"50+",New comer,1,2,2,1155,2013-12-06,5,0,1155.00,0
AW00027703,16704,Meredith Navarro,60,"50+",New comer,1,1,1,5,2013-06-22,10,0,5.00,0
AW00027704,16705,Jimmy Romero,85,"50+",New comer,1,3,3,42,2013-03-09,2,0,42.00,0
AW00027705,16706,Roger Pal,48,"40s",New comer,1,2,2,40,2013-12-02,5,0,40.00,0
AW00027706,16707,Brianna Flores,55,"50+",New comer,1,3,3,554,2013-09-08,8,0,554.00,0
AW00027707,16708,Colleen Raji,49,"40s",New comer,1,2,2,561,2013-09-15,7,0,561.00,0
AW00027708,16709,Katie Goel,55,"50+",New comer,1,3,3,64,2013-08-31,8,0,64.00,0
AW00027709,16710,Clifford Lopez,51,"50+",New comer,1,3,3,629,2013-09-02,8,0,629.00,0
AW00027710,16711,Sean Bailey,50,"50+",New comer,1,3,3,563,2013-10-10,7,0,563.00,0
AW00027711,16712,Barbara Tang,56,"50+",New comer,1,4,4,618,2013-09-30,7,0,618.00,0
AW00027712,16713,Teresa Munoz,57,"50+",New comer,1,2,2,1174,2013-12-26,4,0,1174.00,0
AW00027713,16714,Lacey Zhao,58,"50+",New comer,1,4,4,1158,2013-12-08,5,0,1158.00,0
AW00027714,16715,Omar Pal,58,"50+",New comer,1,2,2,1155,2013-12-12,5,0,1155.00,0
AW00027715,16716,Mya Ross,47,"40s",New comer,1,3,3,1147,2013-12-07,5,0,1147.00,0
AW00027716,16717,Albert Ramos,52,"50+",New comer,1,2,2,7,2013-06-29,10,0,7.00,0
AW00027717,16718,Ebony Romero,53,"50+",New comer,1,2,2,13,2013-12-04,5,0,13.00,0
AW00027718,16719,Franklin Shan,41,"40s",New comer,1,2,2,59,2013-06-11,11,0,59.00,0
AW00027719,16720,Nathan King,57,"50+",New comer,1,3,3,599,2013-10-05,7,0,599.00,0
AW00027720,16721,Arturo Wang,53,"50+",New comer,1,2,2,40,2013-03-02,2,0,40.00,0
AW00027721,16722,Clayton Pal,63,"50+",New comer,1,3,3,166,2013-10-23,6,0,166.00,0
AW00027722,16723,Melvin Jai,63,"50+",New comer,1,5,5,564,2013-10-08,7,0,564.00,0
AW00027723,16724,Ruth Sullivan,66,"50+",New comer,1,2,2,1155,2013-12-20,4,0,1155.00,0
AW00027724,16725,Tyler Martin,43,"40s",New comer,1,1,1,70,2013-09-26,7,0,70.00,0
AW00027725,16726,Samuel Sharma,39,"30s",New comer,1,2,2,120,2013-10-24,6,0,120.00,0
AW00027726,16727,Sophia Hall,39,"30s",New comer,1,1,1,3578,2011-02-04,3,0,3578.00,0
AW00027727,16728,Chloe Hill,40,"40s",New comer,1,2,2,6,2013-03-22,1,0,6.00,0
AW00027728,16729,Colleen Deng,82,"50+",New comer,1,2,2,68,2013-11-23,5,0,68.00,0
AW00027729,16730,Sophia Phillips,40,"40s",New comer,1,2,2,13,2013-02-11,3,0,13.00,0
AW00027730,16731,Isabella Cox,41,"40s",New comer,1,1,1,4,2013-05-06,0,0,4.00,0
AW00027731,16732,Gabriel Shan,41,"40s",New comer,1,1,1,70,2013-12-12,5,0,70.00,0
AW00027732,16733,Katherine White,41,"40s",New comer,1,2,2,30,2013-11-09,6,0,30.00,0
AW00027733,16734,Ronald Subram,81,"50+",New comer,1,3,3,157,2013-12-12,5,0,157.00,0
AW00027734,16735,Aaron McDonald,42,"40s",New comer,1,2,2,120,2013-06-05,11,0,120.00,0
AW00027735,16736,Shelby Sanders,42,"40s",New comer,1,4,4,84,2014-01-24,3,0,84.00,0
AW00027736,16737,Mackenzie Young,42,"40s",New comer,1,3,3,60,2013-12-01,5,0,60.00,0
AW00027737,16738,Brandon Taylor,42,"40s",New comer,1,2,2,23,2013-05-22,11,0,23.00,0
AW00027738,16739,Kaylee Parker,40,"40s",New comer,1,2,2,79,2013-09-20,7,0,79.00,0
AW00027739,16740,Marie Moreno,40,"40s",New comer,1,1,1,70,2013-05-15,11,0,70.00,0
AW00027740,16741,Jodi Nath,40,"40s",New comer,1,2,2,25,2013-03-17,1,0,25.00,0
AW00027741,16742,Gabrielle Foster,40,"40s",New comer,1,2,2,23,2014-01-21,3,0,23.00,0
AW00027742,16743,Devin Jones,40,"40s",New comer,1,1,1,21,2013-11-03,6,0,21.00,0
AW00027743,16744,Stefanie Garcia,72,"50+",New comer,1,2,2,1155,2013-12-09,5,0,1155.00,0
AW00027744,16745,Gilbert Pal,76,"50+",New comer,1,5,5,643,2013-01-21,3,0,643.00,0
AW00027745,16746,Levi Sanchez,76,"50+",New comer,1,4,4,618,2013-01-06,4,0,618.00,0
AW00027746,16747,Dale Raje,76,"50+",New comer,1,4,4,629,2013-02-27,2,0,629.00,0
AW00027747,16748,Edward Henderson,43,"40s",New comer,1,4,4,84,2013-12-01,5,0,84.00,0
AW00027748,16749,Luis Patterson,43,"40s",New comer,1,2,2,23,2013-10-02,7,0,23.00,0
AW00027749,16750,Alexis Brown,42,"40s",New comer,1,1,1,21,2013-08-14,8,0,21.00,0
AW00027750,16751,Carlos Phillips,43,"40s",New comer,1,2,2,23,2013-09-16,7,0,23.00,0
AW00027751,16752,Zoe Cooper,43,"40s",New comer,1,2,2,75,2013-05-29,11,0,75.00,0
AW00027752,16753,Christian Butler,44,"40s",New comer,1,1,1,3578,2011-08-19,8,0,3578.00,0
AW00027753,16754,Steven Morgan,43,"40s",New comer,1,2,2,25,2013-03-21,1,0,25.00,0
AW00027754,16755,Marcus Gonzalez,45,"40s",New comer,1,2,2,23,2013-08-22,8,0,23.00,0
AW00027755,16756,Alyssa Jenkins,45,"40s",New comer,1,3,3,60,2013-05-06,0,0,60.00,0
AW00027756,16757,Angela Ward,54,"50+",New comer,1,1,1,70,2013-07-17,9,0,70.00,0
AW00027757,16758,Bobby Van,54,"50+",New comer,1,3,3,133,2013-03-25,1,0,133.00,0
AW00027758,16759,Sara Cox,43,"40s",New comer,1,1,1,70,2013-03-25,1,0,70.00,0
AW00027759,16760,Alexandria Brooks,49,"40s",New comer,1,1,1,3578,2011-02-17,2,0,3578.00,0
AW00027760,16761,Latasha Bradley,45,"40s",New comer,1,4,4,1169,2013-05-30,11,0,1169.00,0
AW00027761,16762,Monica Madan,51,"50+",New comer,1,2,2,1155,2013-06-11,11,0,1155.00,0
AW00027762,16763,Shawn Yuan,51,"50+",New comer,1,2,2,575,2013-11-06,6,0,575.00,0
AW00027763,16764,Stephanie Wright,41,"40s",New comer,1,4,4,785,2013-10-05,7,0,785.00,0
AW00027764,16765,Jaclyn Becker,41,"40s",New comer,1,3,3,776,2013-10-14,6,0,776.00,0
AW00027765,16766,Jerry Tang,52,"50+",New comer,1,1,1,742,2013-01-20,3,0,742.00,0
AW00027766,16767,Joel Vance,41,"40s",New comer,1,3,3,827,2013-01-03,4,0,827.00,0
AW00027767,16768,Brandy Arun,52,"50+",New comer,1,3,3,776,2012-12-28,4,0,776.00,0
AW00027768,16769,Deanna Madan,52,"50+",New comer,1,1,1,742,2013-10-17,6,0,742.00,0
AW00027769,16770,Marie Madan,52,"50+",New comer,1,3,3,776,2013-10-23,6,0,776.00,0
AW00027770,16771,Autumn Zhao,52,"50+",New comer,1,2,2,751,2013-02-22,2,0,751.00,0
AW00027771,16772,Terrance Subram,52,"50+",New comer,1,2,2,777,2013-10-05,7,0,777.00,0
AW00027772,16773,Darrell Goel,53,"50+",New comer,1,3,3,124,2013-03-07,2,0,124.00,0
AW00027773,16774,Alan Li,52,"50+",New comer,1,2,2,777,2013-11-20,5,0,777.00,0
AW00027774,16775,Marc Munoz,48,"40s",New comer,1,2,2,771,2013-02-20,2,0,771.00,0
AW00027775,16776,Nina Shen,51,"50+",New comer,1,1,1,1120,2013-06-24,10,0,1120.00,0
AW00027776,16777,Audrey Gomez,53,"50+",New comer,1,2,2,751,2013-11-13,5,0,751.00,0
AW00027777,16778,Jarred Martin,53,"50+",New comer,1,4,4,778,2013-02-20,2,0,778.00,0
AW00027778,16779,Tabitha Garcia,53,"50+",New comer,1,1,1,540,2013-08-01,9,0,540.00,0
AW00027779,16780,Jordan Washington,54,"50+",New comer,1,2,2,40,2013-11-15,5,0,40.00,0
AW00027780,16781,Christy Andersen,49,"40s",New comer,1,2,2,777,2013-11-14,5,0,777.00,0
AW00027781,16782,Allen Sai,49,"40s",New comer,1,2,2,575,2013-08-27,8,0,575.00,0
AW00027782,16783,Mason Hernandez,49,"40s",New comer,1,3,3,48,2013-02-25,2,0,48.00,0
AW00027783,16784,Isabel Bradley,54,"50+",New comer,1,3,3,165,2013-04-02,1,0,165.00,0
AW00027784,16785,Shane Arun,55,"50+",New comer,1,2,2,751,2013-11-20,5,0,751.00,0
AW00027785,16786,Sebastian Bell,88,"50+",New comer,1,2,2,39,2013-07-24,9,0,39.00,0
AW00027786,16787,Cynthia Raman,55,"50+",New comer,1,2,2,575,2013-09-05,8,0,575.00,0
AW00027787,16788,Gerald Ramos,55,"50+",New comer,1,4,4,69,2013-02-25,2,0,69.00,0
AW00027788,16789,Brent Lin,39,"30s",New comer,1,2,2,6,2013-03-11,2,0,6.00,0
AW00027789,16790,Nicolas Goldberg,56,"50+",New comer,1,3,3,554,2013-08-30,8,0,554.00,0
AW00027790,16791,Molly Srini,56,"50+",New comer,1,4,4,563,2013-09-05,8,0,563.00,0
AW00027791,16792,Shawna Deng,45,"40s",New comer,1,2,2,777,2013-03-02,2,0,777.00,0
AW00027792,16793,Jacquelyn Alonso,56,"50+",New comer,1,2,2,751,2013-03-10,2,0,751.00,0
AW00027793,16794,Mitchell Shan,86,"50+",New comer,1,2,2,55,2014-01-05,4,0,55.00,0
AW00027794,16795,Dawn Kumar,86,"50+",New comer,1,2,2,25,2013-03-03,2,0,25.00,0
AW00027795,16796,Holly Vance,53,"50+",New comer,1,2,2,1174,2013-07-03,10,0,1174.00,0
AW00027796,16797,Jarrod Patel,53,"50+",New comer,1,3,3,1134,2013-08-03,9,0,1134.00,0
AW00027797,16798,Melvin Deng,53,"50+",New comer,1,1,1,1120,2013-05-30,11,0,1120.00,0
AW00027798,16799,Brandon Bryant,53,"50+",New comer,1,2,2,1174,2013-07-13,9,0,1174.00,0
AW00027799,16800,Bryce Watson,42,"40s",New comer,1,2,2,1174,2013-01-18,3,0,1174.00,0
AW00027800,16801,Regina Suri,53,"50+",New comer,1,1,1,1120,2013-02-02,3,0,1120.00,0
AW00027801,16802,Kaitlyn Cooper,50,"50+",New comer,1,2,2,777,2013-02-28,2,0,777.00,0
AW00027802,16803,Robyn Romero,56,"50+",New comer,1,2,2,561,2013-09-17,7,0,561.00,0
AW00027803,16804,Theresa Suarez,56,"50+",New comer,1,2,2,40,2013-05-13,11,0,40.00,0
AW00027804,16805,Shaun Xu,46,"40s",New comer,1,2,2,54,2013-09-25,7,0,54.00,0
AW00027805,16806,Barbara Ye,57,"50+",New comer,1,3,3,49,2013-11-11,6,0,49.00,0
AW00027806,16807,Krista Sanz,52,"50+",New comer,1,1,1,4,2013-02-19,2,0,4.00,0
AW00027807,16808,Shaun Kumar,84,"50+",New comer,1,1,1,5,2013-02-17,2,0,5.00,0
AW00027808,16809,Christopher Clark,48,"40s",New comer,1,5,5,866,2013-11-13,5,0,866.00,0
AW00027809,16810,Arianna Sanchez,48,"40s",New comer,1,3,3,1164,2013-07-18,9,0,1164.00,0
AW00027810,16811,Meghan Munoz,55,"50+",New comer,1,4,4,578,2013-12-14,4,0,578.00,0
AW00027811,16812,Darren Vazquez,56,"50+",New comer,1,2,2,1155,2013-07-20,9,0,1155.00,0
AW00027812,16813,Alison Lal,42,"40s",New comer,1,2,2,40,2013-08-18,8,0,40.00,0
AW00027813,16814,Roy Vance,42,"40s",New comer,1,2,2,23,2013-08-18,8,0,23.00,0
AW00027814,16815,Katrina Shan,40,"40s",New comer,1,3,3,182,2013-03-16,1,0,182.00,0
AW00027815,16816,Jamie Chow,39,"30s",New comer,1,4,4,110,2013-02-15,2,0,110.00,0
AW00027816,16817,Erick Kapoor,40,"40s",New comer,1,3,3,49,2013-05-24,11,0,49.00,0
AW00027817,16818,Sandra Hu,51,"50+",New comer,1,3,3,563,2013-12-17,4,0,563.00,0
AW00027818,16819,Candice Hu,51,"50+",New comer,1,4,4,608,2013-12-27,4,0,608.00,0
AW00027819,16820,Michele Martin,56,"50+",New comer,1,2,2,2419,2013-01-14,3,0,2419.00,0
AW00027820,16821,Joel Patel,56,"50+",New comer,1,2,2,2419,2012-12-29,4,0,2419.00,0
AW00027821,16822,Leonard Deng,56,"50+",New comer,1,3,3,2428,2013-02-12,3,0,2428.00,0
AW00027822,16823,Jerry Lal,52,"50+",New comer,1,3,3,34,2013-07-24,9,0,34.00,0
AW00027823,16824,Joan Gao,40,"40s",New comer,1,3,3,1164,2013-07-05,10,0,1164.00,0
AW00027824,16825,Michele Moreno,41,"40s",New comer,1,3,3,786,2013-11-01,6,0,786.00,0
AW00027825,16826,Christy Zimmerman,41,"40s",New comer,1,2,2,901,2013-04-25,0,0,901.00,0
AW00027826,16827,Nicolas Xu,41,"40s",New comer,1,2,2,23,2013-04-21,0,0,23.00,0
AW00027827,16828,Meagan Malhotra,40,"40s",New comer,1,2,2,25,2013-11-07,6,0,25.00,0
AW00027828,16829,Ernest Gao,41,"40s",New comer,1,3,3,27,2013-03-23,1,0,27.00,0
AW00027829,16830,Jorge Wang,42,"40s",New comer,1,2,2,40,2013-12-03,5,0,40.00,0
AW00027830,16831,Caleb Hall,42,"40s",New comer,1,3,3,60,2013-11-08,6,0,60.00,0
AW00027831,16832,Clinton Vazquez,43,"40s",New comer,1,3,3,27,2014-01-23,3,0,27.00,0
AW00027832,16833,Margaret Powell,43,"40s",New comer,1,1,1,21,2013-08-11,9,0,21.00,0
AW00027833,16834,Dawn Lu,45,"40s",New comer,1,1,1,21,2013-11-18,5,0,21.00,0
AW00027834,16835,Diana Suarez,45,"40s",New comer,1,2,2,14,2013-07-09,10,0,14.00,0
AW00027835,16836,Darren Ruiz,45,"40s",New comer,1,4,4,43,2013-02-23,2,0,43.00,0
AW00027836,16837,Pedro Navarro,44,"40s",New comer,1,1,1,5,2013-03-17,1,0,5.00,0
AW00027837,16838,Kelsey Jai,45,"40s",New comer,1,3,3,60,2013-02-15,2,0,60.00,0
AW00027838,16839,Janelle Sai,45,"40s",New comer,1,2,2,30,2013-11-24,5,0,30.00,0
AW00027839,16840,Susan Li,44,"40s",New comer,1,2,2,2419,2013-03-13,1,0,2419.00,0
AW00027840,16841,John Johnson,41,"40s",New comer,1,3,3,49,2013-05-30,11,0,49.00,0
AW00027841,16842,Gerald Vance,57,"50+",New comer,1,3,3,60,2013-03-19,1,0,60.00,0
AW00027842,16843,Evelyn Arun,53,"50+",New comer,1,2,2,23,2013-06-28,10,0,23.00,0
AW00027843,16844,Gerald Navarro,84,"50+",New comer,1,3,3,27,2013-07-09,10,0,27.00,0
AW00027844,16845,Arturo Li,83,"50+",New comer,1,3,3,90,2013-06-18,10,0,90.00,0
AW00027845,16846,Angel Wright,52,"50+",New comer,1,2,2,751,2013-11-02,6,0,751.00,0
AW00027846,16847,Albert Rubio,57,"50+",New comer,1,4,4,791,2013-12-03,5,0,791.00,0
AW00027847,16848,Kristina Rana,62,"50+",New comer,1,2,2,23,2013-06-18,10,0,23.00,0
AW00027848,16849,Fernando Perez,63,"50+",New comer,1,3,3,27,2013-10-28,6,0,27.00,0
AW00027849,16850,Dalton Adams,59,"50+",New comer,1,2,2,40,2013-11-07,6,0,40.00,0
AW00027850,16851,Jason Green,64,"50+",New comer,1,4,4,73,2013-03-27,1,0,73.00,0
AW00027851,16852,Diana Martin,81,"50+",New comer,1,2,2,40,2013-04-08,1,0,40.00,0
AW00027852,16853,Jamie Ramos,80,"50+",New comer,1,2,2,575,2013-09-11,8,0,575.00,0
AW00027853,16854,Amy Zheng,79,"50+",New comer,1,3,3,19,2013-09-22,7,0,19.00,0
AW00027854,16855,Marc Rubio,78,"50+",New comer,1,2,2,750,2013-12-02,5,0,750.00,0
AW00027855,16856,Lisa Ye,77,"50+",New comer,1,2,2,23,2013-11-02,6,0,23.00,0
AW00027856,16857,Bonnie Tang,78,"50+",New comer,1,4,4,578,2013-09-26,7,0,578.00,0
AW00027857,16858,Brandi Munoz,77,"50+",New comer,1,2,2,40,2013-03-14,1,0,40.00,0
AW00027858,16859,Anders Skjønaa,77,"50+",New comer,1,3,3,75,2013-07-20,9,0,75.00,0
AW00027859,16860,Danny Carlson,76,"50+",New comer,1,2,2,777,2013-04-12,1,0,777.00,0
AW00027860,16861,Hector Martin,39,"30s",New comer,1,3,3,615,2013-12-21,4,0,615.00,0
AW00027861,16862,Karen He,39,"30s",New comer,1,1,1,540,2013-12-20,4,0,540.00,0
AW00027862,16863,Joanna Alonso,40,"40s",New comer,1,2,2,549,2013-12-21,4,0,549.00,0
AW00027863,16864,Carolyn Ruiz,39,"30s",New comer,1,3,3,565,2013-12-18,4,0,565.00,0
AW00027864,16865,Shaun Luo,39,"30s",New comer,1,3,3,2447,2013-06-02,11,0,2447.00,0
AW00027865,16866,Destiny Butler,42,"40s",New comer,1,2,2,2419,2013-06-07,11,0,2419.00,0
AW00027866,16867,Sergio Raman,42,"40s",New comer,1,3,3,2398,2013-07-06,10,0,2398.00,0
AW00027867,16868,Alberto Blanco,43,"40s",New comer,1,3,3,2443,2013-08-07,9,0,2443.00,0
AW00027868,16869,Jessie Rubio,43,"40s",New comer,1,2,2,2419,2013-09-29,7,0,2419.00,0
AW00027869,16870,Shawna Shan,43,"40s",New comer,1,3,3,2462,2013-10-23,6,0,2462.00,0
AW00027870,16871,Ryan Davis,40,"40s",New comer,1,2,2,2419,2013-11-12,6,0,2419.00,0
AW00027871,16872,Faith Cook,40,"40s",New comer,1,1,1,2384,2013-12-23,4,0,2384.00,0
AW00027872,16873,Ivan Martinez,40,"40s",New comer,1,2,2,2393,2013-12-17,4,0,2393.00,0
AW00027873,16874,Dawn Xu,41,"40s",New comer,1,2,2,1250,2012-12-28,4,0,1250.00,0
AW00027874,16875,Randy Zhao,41,"40s",New comer,1,5,5,1288,2013-03-11,2,0,1288.00,0
AW00027875,16876,Pamela Patel,42,"40s",New comer,1,2,2,1269,2013-03-11,2,0,1269.00,0
AW00027876,16877,Willie Deng,42,"40s",New comer,1,1,1,1215,2013-06-27,10,0,1215.00,0
AW00027877,16878,Rebekah Dominguez,42,"40s",New comer,1,3,3,1229,2013-07-11,10,0,1229.00,0
AW00027878,16879,Dennis He,41,"40s",New comer,1,4,4,1284,2013-08-03,9,0,1284.00,0
AW00027879,16880,Kelvin Chander,42,"40s",New comer,1,3,3,1314,2013-08-11,9,0,1314.00,0
AW00027880,16881,Curtis Hu,76,"50+",New comer,1,2,2,2393,2013-04-11,1,0,2393.00,0
AW00027881,16882,Raul Nath,53,"50+",New comer,1,2,2,777,2013-12-16,4,0,777.00,0
AW00027882,16883,Franklin Hu,52,"50+",New comer,1,4,4,791,2013-04-12,1,0,791.00,0
AW00027883,16884,Marc Hernandez,58,"50+",New comer,1,4,4,778,2013-04-22,0,0,778.00,0
AW00027884,16885,Jill Alonso,47,"40s",New comer,1,3,3,756,2013-04-15,0,0,756.00,0
AW00027885,16886,Marvin Torres,58,"50+",New comer,1,2,2,604,2013-09-28,7,0,604.00,0
AW00027886,16887,Denise Gonzalez,53,"50+",New comer,1,2,2,40,2013-11-06,6,0,40.00,0
AW00027887,16888,Eugene Zhang,59,"50+",New comer,1,3,3,39,2013-05-05,0,0,39.00,0
AW00027888,16889,Tina Rodriguez,59,"50+",New comer,1,3,3,23,2013-12-17,4,0,23.00,0
AW00027889,16890,Jodi Xie,59,"50+",New comer,1,3,3,72,2013-10-25,6,0,72.00,0
AW00027890,16891,Kyle Evans,59,"50+",New comer,1,2,2,561,2013-09-12,8,0,561.00,0
AW00027891,16892,Carlos Howard,53,"50+",New comer,1,5,5,598,2013-09-13,7,0,598.00,0
AW00027892,16893,Isabella Foster,59,"50+",New comer,1,4,4,649,2013-10-02,7,0,649.00,0
AW00027893,16894,Clinton Jiménez,59,"50+",New comer,1,2,2,35,2013-09-30,7,0,35.00,0
AW00027894,16895,Gerald Sai,60,"50+",New comer,1,2,2,549,2013-10-18,6,0,549.00,0
AW00027895,16896,Colin Pal,61,"50+",New comer,1,4,4,811,2013-12-15,4,0,811.00,0
